,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,000008.SZ,20211111,2.11,2.16,2.11,2.15,2.12,0.029999999999999805,1.4151,134963.68,28887.788
1,000008.SZ,20211110,2.11,2.12,2.1,2.12,2.12,0.0,0.0,97222.52,20495.186
2,000008.SZ,20211109,2.1,2.13,2.1,2.12,2.1,0.020000000000000018,0.9524,103300.02,21824.447
3,000008.SZ,20211108,2.11,2.12,2.09,2.1,2.11,-0.009999999999999787,-0.4739,107195.4,22583.789
4,000008.SZ,20211105,2.1,2.13,2.1,2.11,2.11,0.0,0.0,125409.33,26554.235
5,000008.SZ,20211104,2.13,2.14,2.09,2.11,2.13,-0.020000000000000018,-0.939,157758.93,33320.704
6,000008.SZ,20211103,2.13,2.14,2.11,2.13,2.14,-0.010000000000000231,-0.4673,88637.35,18839.203
7,000008.SZ,20211102,2.17,2.18,2.11,2.14,2.17,-0.029999999999999805,-1.3825,118252.47,25337.75
8,000008.SZ,20211101,2.17,2.18,2.15,2.17,2.18,-0.010000000000000231,-0.4587,92786.89,20108.13
9,000008.SZ,20211029,2.15,2.19,2.12,2.18,2.15,0.03000000000000025,1.3953,109981.83,23716.553
10,000008.SZ,20211028,2.22,2.23,2.13,2.15,2.22,-0.07000000000000028,-3.1532,183468.48,39847.108
11,000008.SZ,20211027,2.26,2.26,2.21,2.22,2.26,-0.03999999999999959,-1.7699,112971.06,25128.531
12,000008.SZ,20211026,2.24,2.26,2.23,2.26,2.24,0.019999999999999574,0.8929,145799.76,32775.551
13,000008.SZ,20211025,2.22,2.25,2.21,2.24,2.23,0.010000000000000231,0.4484,162891.87,36196.644
14,000008.SZ,20211022,2.26,2.27,2.22,2.23,2.26,-0.029999999999999805,-1.3274,99821.0,22351.074
15,000008.SZ,20211021,2.26,2.29,2.25,2.26,2.26,0.0,0.0,119716.09,27155.064
16,000008.SZ,20211020,2.26,2.28,2.23,2.26,2.26,0.0,0.0,105638.7,23768.99
17,000008.SZ,20211019,2.27,2.29,2.25,2.26,2.27,-0.010000000000000231,-0.4405,106477.0,24115.574
18,000008.SZ,20211018,2.21,2.27,2.21,2.27,2.21,0.06000000000000005,2.7149,131569.19,29525.688
19,000008.SZ,20211015,2.27,2.27,2.21,2.21,2.26,-0.04999999999999982,-2.2124,175118.0,39056.94
20,000008.SZ,20211014,2.28,2.28,2.25,2.26,2.28,-0.020000000000000018,-0.8772,93294.07,21144.402
21,000008.SZ,20211013,2.31,2.31,2.26,2.28,2.3,-0.020000000000000018,-0.8696,89900.09,20490.915
22,000008.SZ,20211012,2.35,2.36,2.28,2.3,2.36,-0.06000000000000005,-2.5424,148803.0,34443.809
23,000008.SZ,20211011,2.38,2.41,2.35,2.36,2.37,-0.010000000000000231,-0.4219,177352.04,42008.226
24,000008.SZ,20211008,2.26,2.38,2.26,2.37,2.25,0.1200000000000001,5.3333,308417.22,71754.4
25,000008.SZ,20210930,2.25,2.26,2.23,2.25,2.24,0.009999999999999787,0.4464,135430.23,30386.327
26,000008.SZ,20210929,2.28,2.3,2.23,2.24,2.29,-0.04999999999999982,-2.1834,153447.17,34652.014
27,000008.SZ,20210928,2.27,2.3,2.26,2.29,2.26,0.03000000000000025,1.3274,118591.56,27004.084
28,000008.SZ,20210927,2.35,2.38,2.23,2.26,2.35,-0.0900000000000003,-3.8298,250516.97,57463.08
29,000008.SZ,20210924,2.43,2.44,2.35,2.35,2.43,-0.08000000000000007,-3.2922,171226.18,40840.636
30,000008.SZ,20210923,2.38,2.44,2.37,2.43,2.38,0.050000000000000266,2.1008,172630.15,41641.707
31,000008.SZ,20210922,2.35,2.39,2.32,2.38,2.36,0.020000000000000018,0.8475,185411.0,43619.453
32,000008.SZ,20210917,2.4,2.4,2.33,2.36,2.4,-0.040000000000000036,-1.6667,221727.49,52397.86
33,000008.SZ,20210916,2.42,2.47,2.39,2.4,2.42,-0.020000000000000018,-0.8264,232800.64,56499.892
34,000008.SZ,20210915,2.39,2.44,2.37,2.42,2.38,0.040000000000000036,1.6807,246572.52,59516.216
35,000008.SZ,20210914,2.45,2.47,2.36,2.38,2.45,-0.07000000000000028,-2.8571,404502.28,97302.037
36,000008.SZ,20210913,2.43,2.47,2.38,2.45,2.43,0.020000000000000018,0.823,283973.55,69352.127
37,000008.SZ,20210910,2.46,2.49,2.39,2.43,2.45,-0.020000000000000018,-0.8163,467200.62,114124.186
38,000008.SZ,20210909,2.42,2.48,2.4,2.45,2.42,0.03000000000000025,1.2397,442023.34,107616.37
39,000008.SZ,20210908,2.31,2.43,2.3,2.42,2.31,0.10999999999999988,4.7619,576558.49,137704.245
40,000008.SZ,20210907,2.29,2.32,2.28,2.31,2.29,0.020000000000000018,0.8734,241226.26,55617.921
41,000008.SZ,20210906,2.29,2.32,2.27,2.29,2.29,0.0,0.0,238956.62,54813.751
42,000008.SZ,20210903,2.28,2.33,2.27,2.29,2.28,0.010000000000000231,0.4386,283159.35,64840.45
43,000008.SZ,20210902,2.29,2.29,2.24,2.28,2.29,-0.010000000000000231,-0.4367,290208.41,65836.46
44,000008.SZ,20210901,2.23,2.36,2.22,2.29,2.23,0.06000000000000005,2.6906,509551.91,116498.667
45,000008.SZ,20210831,2.23,2.26,2.19,2.23,2.23,0.0,0.0,273866.66,60826.363
46,000008.SZ,20210830,2.26,2.26,2.21,2.23,2.27,-0.040000000000000036,-1.7621,289323.58,64370.764
47,000008.SZ,20210827,2.19,2.28,2.17,2.27,2.2,0.06999999999999984,3.1818,423779.41,94583.812
48,000008.SZ,20210826,2.18,2.22,2.16,2.2,2.18,0.020000000000000018,0.9174,272500.71,59959.801
49,000008.SZ,20210825,2.12,2.18,2.12,2.18,2.13,0.050000000000000266,2.3474,265689.73,57347.247
50,000008.SZ,20210824,2.15,2.15,2.11,2.13,2.15,-0.020000000000000018,-0.9302,192241.58,40903.257
51,000008.SZ,20210823,2.08,2.18,2.08,2.15,2.09,0.06000000000000005,2.8708,394463.05,84194.499
52,000008.SZ,20210820,2.08,2.09,2.06,2.09,2.09,0.0,0.0,134137.87,27839.829
53,000008.SZ,20210819,2.07,2.09,2.06,2.09,2.07,0.020000000000000018,0.9662,103540.11,21456.356
54,000008.SZ,20210818,2.06,2.08,2.05,2.07,2.06,0.009999999999999787,0.4854,100222.05,20691.272
55,000008.SZ,20210817,2.09,2.09,2.06,2.06,2.09,-0.029999999999999805,-1.4354,110482.0,22929.969
56,000008.SZ,20210816,2.09,2.1,2.08,2.09,2.09,0.0,0.0,91766.0,19167.503
57,000008.SZ,20210813,2.09,2.09,2.07,2.09,2.09,0.0,0.0,98909.17,20572.207
58,000008.SZ,20210812,2.09,2.1,2.08,2.09,2.09,0.0,0.0,92132.61,19249.243
59,000008.SZ,20210811,2.09,2.1,2.08,2.09,2.09,0.0,0.0,85004.11,17747.093
60,000008.SZ,20210810,2.09,2.1,2.08,2.09,2.1,-0.010000000000000231,-0.4762,95052.16,19853.986
61,000008.SZ,20210809,2.07,2.1,2.07,2.1,2.08,0.020000000000000018,0.9615,97859.44,20431.565
62,000008.SZ,20210806,2.08,2.09,2.06,2.08,2.07,0.010000000000000231,0.4831,102460.24,21209.108
63,000008.SZ,20210805,2.07,2.08,2.06,2.07,2.08,-0.010000000000000231,-0.4808,93190.31,19306.327
64,000008.SZ,20210804,2.07,2.09,2.06,2.08,2.08,0.0,0.0,96849.76,20097.701
65,000008.SZ,20210803,2.06,2.11,2.06,2.08,2.07,0.010000000000000231,0.4831,144960.85,30287.842
66,000008.SZ,20210802,2.04,2.08,2.03,2.07,2.04,0.029999999999999805,1.4706,125540.4,25827.392
67,000008.SZ,20210730,2.04,2.05,2.02,2.04,2.05,-0.009999999999999787,-0.4878,104572.87,21273.791
68,000008.SZ,20210729,2.05,2.06,2.04,2.05,2.03,0.020000000000000018,0.9852,89089.3,18272.562
69,000008.SZ,20210728,2.08,2.09,2.02,2.03,2.1,-0.07000000000000028,-3.3333,152608.07,31179.922
70,000008.SZ,20210727,2.13,2.14,2.09,2.1,2.13,-0.029999999999999805,-1.4085,134664.51,28500.663
71,000008.SZ,20210726,2.17,2.18,2.11,2.13,2.17,-0.040000000000000036,-1.8433,223703.88,47821.42
72,000008.SZ,20210723,2.18,2.19,2.17,2.17,2.18,-0.010000000000000231,-0.4587,96939.13,21112.891
73,000008.SZ,20210722,2.17,2.19,2.17,2.18,2.17,0.010000000000000231,0.4608,95186.02,20738.255
74,000008.SZ,20210721,2.17,2.19,2.16,2.17,2.18,-0.010000000000000231,-0.4587,106627.0,23200.386
75,000008.SZ,20210720,2.16,2.19,2.16,2.18,2.17,0.010000000000000231,0.4608,84678.74,18371.936
76,000008.SZ,20210719,2.16,2.17,2.15,2.17,2.17,0.0,0.0,94179.12,20354.937
77,000008.SZ,20210716,2.19,2.19,2.17,2.17,2.17,0.0,0.0,80503.0,17538.302
78,000008.SZ,20210715,2.18,2.18,2.15,2.17,2.18,-0.010000000000000231,-0.4587,101124.69,21902.478
79,000008.SZ,20210714,2.19,2.2,2.18,2.18,2.2,-0.020000000000000018,-0.9091,84981.54,18565.341
80,000008.SZ,20210713,2.19,2.2,2.17,2.2,2.19,0.010000000000000231,0.4566,92685.58,20254.494
81,000008.SZ,20210712,2.19,2.22,2.18,2.19,2.18,0.009999999999999787,0.4587,154390.8,33877.511
82,000008.SZ,20210709,2.16,2.19,2.15,2.18,2.16,0.020000000000000018,0.9259,117435.81,25468.389
83,000008.SZ,20210708,2.18,2.19,2.15,2.16,2.19,-0.029999999999999805,-1.3699,129870.48,28139.778
84,000008.SZ,20210707,2.18,2.19,2.17,2.19,2.19,0.0,0.0,75565.35,16502.202
85,000008.SZ,20210706,2.19,2.19,2.17,2.19,2.19,0.0,0.0,105413.2,22984.705
86,000008.SZ,20210705,2.18,2.2,2.18,2.19,2.18,0.009999999999999787,0.4587,91731.52,20035.631
87,000008.SZ,20210702,2.2,2.2,2.18,2.18,2.2,-0.020000000000000018,-0.9091,86327.31,18881.189
88,000008.SZ,20210701,2.22,2.22,2.2,2.2,2.22,-0.020000000000000018,-0.9009,85065.0,18751.871
89,000008.SZ,20210630,2.23,2.23,2.21,2.22,2.23,-0.009999999999999787,-0.4484,97628.71,21682.842
90,000008.SZ,20210629,2.2,2.24,2.19,2.23,2.2,0.029999999999999805,1.3636,202984.1,45148.692
91,000008.SZ,20210628,2.21,2.22,2.2,2.2,2.21,-0.009999999999999787,-0.4525,73248.97,16146.129
92,000008.SZ,20210625,2.21,2.22,2.2,2.21,2.21,0.0,0.0,109348.05,24154.554
93,000008.SZ,20210624,2.21,2.22,2.2,2.21,2.21,0.0,0.0,112273.84,24837.873
94,000008.SZ,20210623,2.21,2.22,2.2,2.21,2.22,-0.010000000000000231,-0.4505,91493.76,20194.389
95,000008.SZ,20210622,2.2,2.22,2.19,2.22,2.19,0.03000000000000025,1.3699,107000.22,23610.99
96,000008.SZ,20210621,2.19,2.22,2.18,2.19,2.2,-0.010000000000000231,-0.4545,139207.0,30638.285
97,000008.SZ,20210618,2.19,2.2,2.18,2.2,2.19,0.010000000000000231,0.4566,113970.35,24935.266
98,000008.SZ,20210617,2.19,2.2,2.18,2.19,2.19,0.0,0.0,84680.3,18549.435
99,000008.SZ,20210616,2.19,2.21,2.18,2.19,2.19,0.0,0.0,114930.76,25247.044
100,000008.SZ,20210615,2.22,2.23,2.18,2.19,2.23,-0.040000000000000036,-1.7937,207590.02,45568.001
101,000008.SZ,20210611,2.25,2.26,2.21,2.23,2.25,-0.020000000000000018,-0.8889,290145.93,64808.676
102,000008.SZ,20210610,2.25,2.26,2.24,2.25,2.26,-0.009999999999999787,-0.4425,133107.92,29952.652
103,000008.SZ,20210609,2.26,2.27,2.25,2.26,2.27,-0.010000000000000231,-0.4405,165759.57,37354.377
104,000008.SZ,20210608,2.27,2.28,2.26,2.27,2.27,0.0,0.0,100623.62,22789.995
105,000008.SZ,20210607,2.26,2.28,2.26,2.27,2.27,0.0,0.0,95692.0,21706.18
106,000008.SZ,20210604,2.29,2.3,2.26,2.27,2.29,-0.020000000000000018,-0.8734,130939.72,29793.048
107,000008.SZ,20210603,2.28,2.3,2.28,2.29,2.28,0.010000000000000231,0.4386,179079.14,41010.925
108,000008.SZ,20210602,2.27,2.29,2.27,2.28,2.28,0.0,0.0,126807.0,28933.202
109,000008.SZ,20210601,2.26,2.28,2.25,2.28,2.26,0.020000000000000018,0.885,153836.18,34876.868
110,000008.SZ,20210531,2.28,2.28,2.26,2.26,2.28,-0.020000000000000018,-0.8772,119201.0,26990.004
111,000008.SZ,20210528,2.27,2.29,2.27,2.28,2.27,0.009999999999999787,0.4405,103969.79,23704.378
112,000008.SZ,20210527,2.29,2.29,2.27,2.27,2.29,-0.020000000000000018,-0.8734,132808.21,30249.552
113,000008.SZ,20210526,2.28,2.3,2.26,2.29,2.28,0.010000000000000231,0.4386,181094.83,41364.549
114,000008.SZ,20210525,2.27,2.28,2.26,2.28,2.27,0.009999999999999787,0.4405,95193.4,21631.053
115,000008.SZ,20210524,2.26,2.28,2.25,2.27,2.26,0.010000000000000231,0.4425,84024.28,19030.464
116,000008.SZ,20210521,2.25,2.27,2.24,2.26,2.25,0.009999999999999787,0.4444,92608.08,20892.51
117,000008.SZ,20210520,2.26,2.27,2.24,2.25,2.26,-0.009999999999999787,-0.4425,117379.16,26412.5
118,000008.SZ,20210519,2.27,2.27,2.24,2.26,2.27,-0.010000000000000231,-0.4405,114165.0,25762.921
119,000008.SZ,20210518,2.27,2.28,2.26,2.27,2.27,0.0,0.0,63612.5,14439.981
120,000008.SZ,20210517,2.29,2.3,2.26,2.27,2.3,-0.029999999999999805,-1.3043,114500.2,26095.508
121,000008.SZ,20210514,2.29,2.3,2.28,2.3,2.3,0.0,0.0,132791.92,30425.064
122,000008.SZ,20210513,2.28,2.31,2.27,2.3,2.29,0.009999999999999787,0.4367,160435.99,36777.231
123,000008.SZ,20210512,2.29,2.29,2.27,2.29,2.29,0.0,0.0,91362.99,20818.593
124,000008.SZ,20210511,2.27,2.3,2.25,2.29,2.27,0.020000000000000018,0.8811,123018.51,27944.507
125,000008.SZ,20210510,2.27,2.29,2.26,2.27,2.27,0.0,0.0,94496.03,21464.903
126,000008.SZ,20210507,2.25,2.28,2.24,2.27,2.25,0.020000000000000018,0.8889,157219.55,35583.402
127,000008.SZ,20210506,2.24,2.27,2.24,2.25,2.24,0.009999999999999787,0.4464,114142.7,25703.268
128,000008.SZ,20210430,2.26,2.27,2.23,2.24,2.27,-0.029999999999999805,-1.3216,101124.0,22693.105
129,000008.SZ,20210429,2.25,2.27,2.24,2.27,2.25,0.020000000000000018,0.8889,101583.46,22901.961
130,000008.SZ,20210428,2.26,2.27,2.24,2.25,2.26,-0.009999999999999787,-0.4425,91810.0,20666.555
131,000008.SZ,20210427,2.24,2.28,2.24,2.26,2.25,0.009999999999999787,0.4444,113130.6,25605.458
132,000008.SZ,20210426,2.27,2.28,2.24,2.25,2.28,-0.029999999999999805,-1.3158,127232.09,28708.087
133,000008.SZ,20210423,2.3,2.3,2.25,2.28,2.3,-0.020000000000000018,-0.8696,206769.0,46868.071
134,000008.SZ,20210422,2.31,2.33,2.3,2.3,2.31,-0.010000000000000231,-0.4329,114808.32,26522.367
135,000008.SZ,20210421,2.35,2.35,2.3,2.31,2.35,-0.040000000000000036,-1.7021,139939.0,32405.179
136,000008.SZ,20210420,2.4,2.4,2.34,2.35,2.39,-0.040000000000000036,-1.6736,150979.35,35746.757
137,000008.SZ,20210419,2.35,2.4,2.34,2.39,2.34,0.050000000000000266,2.1368,248491.72,59250.35
138,000008.SZ,20210416,2.28,2.34,2.27,2.34,2.28,0.06000000000000005,2.6316,212802.63,49383.482
139,000008.SZ,20210415,2.29,2.31,2.27,2.28,2.31,-0.03000000000000025,-1.2987,155685.28,35607.179
140,000008.SZ,20210414,2.29,2.32,2.28,2.31,2.3,0.010000000000000231,0.4348,102306.41,23572.809
141,000008.SZ,20210413,2.32,2.33,2.29,2.3,2.33,-0.03000000000000025,-1.2876,122164.9,28171.99
142,000008.SZ,20210412,2.32,2.33,2.3,2.33,2.32,0.010000000000000231,0.431,159702.3,37030.131
143,000008.SZ,20210409,2.31,2.33,2.3,2.32,2.33,-0.010000000000000231,-0.4292,96501.65,22302.95
